id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,writing_score,reading_score
254,Trisha,Bhattacharyya,trisha.bhattacharyya605@gmail.com,Male,No,0,Yes,0.9,Entrepreneur,75,20,17,80,65,5,73,Group B,Some college,Standard,Completed,18,7
304,Yakshit,Sane,yakshit.sane712@outlook.com,Male,Yes,12,Yes,5.1,Engineer,36,25,89,79,34,6,59,Group A,Associate degree,Free/reduced,Completed,83,1
747,Bhavin,Din,bhavin.din545@gmail.com,Male,Yes,18,No,12.2,Doctor,96,9,98,87,55,35,59,Group B,Masterâ€™s degree,Free/reduced,,57,94
572,Indrajit,Borde,indrajit.borde145@gmail.com,Female,Yes,2,Yes,11.4,Civil Servant,53,19,97,23,60,95,17,Group C,Associate degree,Free/reduced,Completed,95,67
624,Adah,Shah,adah.shah900@yahoo.com,Female,Yes,2,No,2.9,Teacher,25,55,74,10,37,28,4,Group B,Masterâ€™s degree,Free/reduced,Completed,60,45
733,Tara,Kohli,tara.kohli581@outlook.com,Female,Yes,7,No,15.9,Doctor,88,83,31,29,88,91,58,Group E,Some college,Free/reduced,,22,5
892,Jayant,Deo,jayant.deo32@yahoo.com,Female,No,3,No,4.7,Artist,50,75,27,51,55,30,36,Group B,Some college,Standard,Completed,31,78
263,Armaan,Tiwari,armaan.tiwari369@gmail.com,Male,Yes,5,Yes,19.9,Civil Servant,51,45,85,50,51,75,25,Group A,Some high school,Free/reduced,Completed,66,1
611,Hridaan,Banik,hridaan.banik62@gmail.com,Female,Yes,6,No,16.4,Doctor,62,13,43,26,75,97,67,Group C,Masterâ€™s degree,Free/reduced,,65,40
298,Anay,Sahni,anay.sahni500@outlook.com,Male,Yes,19,No,0.7,Civil Servant,73,48,10,99,7,98,42,Group D,Some high school,Standard,,44,55
415,Rasha,Anne,rasha.anne411@gmail.com,Male,No,10,Yes,2.2,Doctor,66,91,98,83,97,16,76,Group C,Associate degree,Free/reduced,,87,52
151,Anika,Dara,anika.dara100@yahoo.com,Female,No,10,Yes,6.0,Civil Servant,90,14,2,43,82,13,86,Group B,Bachelorâ€™s degree,Standard,,21,94
789,Mahika,Suresh,mahika.suresh939@yahoo.com,Male,Yes,16,Yes,13.3,Scientist,67,72,73,89,68,66,50,Group B,Some college,Free/reduced,,96,69
641,Anaya,Ghosh,anaya.ghosh560@outlook.com,Male,Yes,18,No,18.7,Scientist,83,3,4,43,53,33,25,Group A,High school,Standard,Completed,42,97
890,Miraan,Raja,miraan.raja337@outlook.com,Female,No,15,No,1.0,Entrepreneur,38,32,13,18,71,28,100,Group D,High school,Standard,Completed,28,31
551,Kartik,Divan,kartik.divan632@gmail.com,Male,Yes,1,No,8.1,Scientist,89,81,29,28,43,54,61,Group D,Masterâ€™s degree,Standard,Completed,7,65
887,Anay,Bhatti,anay.bhatti148@gmail.com,Female,Yes,2,No,5.5,Doctor,5,5,38,1,17,24,53,Group D,High school,Free/reduced,Completed,72,24
489,Aaina,Tata,aaina.tata972@yahoo.com,Male,Yes,17,No,3.8,Engineer,42,72,57,81,38,11,21,Group E,High school,Standard,Completed,13,86
148,Hrishita,Bhatti,hrishita.bhatti460@outlook.com,Male,No,18,No,10.7,Civil Servant,88,53,69,4,46,89,68,Group A,Some high school,Standard,Completed,76,81
147,Aradhya,Chhabra,aradhya.chhabra966@outlook.com,Female,Yes,14,No,16.6,Engineer,52,86,63,17,81,38,30,Group B,Masterâ€™s degree,Free/reduced,Completed,32,84
721,Hridaan,Jayaraman,hridaan.jayaraman646@gmail.com,Female,No,16,No,4.5,Artist,63,96,59,36,57,20,22,Group A,Bachelorâ€™s degree,Free/reduced,Completed,51,36
932,Amani,Iyengar,amani.iyengar446@gmail.com,Male,Yes,8,No,17.7,Doctor,76,68,84,72,27,57,54,Group D,Some college,Free/reduced,Completed,22,78
740,Divyansh,Sidhu,divyansh.sidhu314@yahoo.com,Male,No,10,No,6.2,Entrepreneur,50,97,53,0,97,51,7,Group B,Associate degree,Free/reduced,,52,45
660,Taran,Rastogi,taran.rastogi815@yahoo.com,Female,No,10,Yes,1.6,Artist,64,18,73,63,80,98,25,Group A,High school,Standard,Completed,23,58
349,Anika,Sundaram,anika.sundaram743@yahoo.com,Male,No,6,Yes,0.5,Engineer,7,76,84,27,76,81,15,Group A,Bachelorâ€™s degree,Standard,Completed,90,15
464,Onkar,Sinha,onkar.sinha914@outlook.com,Male,No,3,No,19.4,Artist,76,45,49,22,98,89,1,Group C,High school,Free/reduced,,15,59
326,Shalv,Ratta,shalv.ratta886@yahoo.com,Male,No,1,No,8.3,Artist,30,47,57,38,27,67,38,Group C,Some high school,Standard,,22,14
187,Aarna,Sarin,aarna.sarin936@outlook.com,Female,Yes,11,Yes,11.3,Doctor,63,69,39,22,62,4,11,Group E,High school,Standard,Completed,7,29
124,Prerak,Lalla,prerak.lalla555@gmail.com,Male,Yes,15,Yes,5.7,Doctor,98,17,98,82,93,82,53,Group D,Associate degree,Free/reduced,,47,48
854,Yuvraj ,Dey,yuvraj .dey475@yahoo.com,Male,No,17,Yes,5.1,Engineer,89,66,62,22,57,37,20,Group E,Some college,Free/reduced,,5,37
609,Neelofar,Borde,neelofar.borde338@outlook.com,Female,No,8,Yes,18.5,Entrepreneur,58,15,16,40,18,96,74,Group D,Masterâ€™s degree,Standard,,52,81
144,Shalv,Banik,shalv.banik276@yahoo.com,Male,No,15,Yes,1.3,Artist,35,53,38,61,100,9,46,Group D,Bachelorâ€™s degree,Standard,Completed,32,31
959,Emir,Gill,emir.gill588@gmail.com,Female,Yes,14,No,11.7,Doctor,51,96,76,90,73,79,80,Group E,Bachelorâ€™s degree,Free/reduced,Completed,53,98
198,Anvi,Krishnamurthy,anvi.krishnamurthy989@outlook.com,Female,No,18,Yes,9.5,Engineer,50,91,4,64,73,66,73,Group B,Some high school,Free/reduced,,86,79
610,Priyansh,Thaker,priyansh.thaker678@yahoo.com,Female,No,10,No,4.5,Scientist,98,37,91,10,45,71,31,Group B,Masterâ€™s degree,Standard,,84,82
280,Zoya,Chakrabarti,zoya.chakrabarti705@yahoo.com,Male,No,9,Yes,15.3,Civil Servant,37,76,29,0,70,47,24,Group D,Associate degree,Standard,,52,71
294,Amira,Gill,amira.gill691@yahoo.com,Female,No,3,Yes,15.8,Entrepreneur,51,64,43,84,20,68,76,Group C,Bachelorâ€™s degree,Free/reduced,Completed,56,45
401,Purab,Ganesh,purab.ganesh358@outlook.com,Female,Yes,20,No,7.6,Artist,44,45,52,44,7,84,31,Group C,Bachelorâ€™s degree,Standard,,31,30
123,Ira,Butala,ira.butala136@outlook.com,Female,No,14,Yes,11.2,Teacher,39,92,2,50,32,0,95,Group A,Some high school,Free/reduced,Completed,27,74
184,Vidur,Deo,vidur.deo457@gmail.com,Female,Yes,19,Yes,12.9,Artist,52,70,61,7,11,35,49,Group B,Masterâ€™s degree,Standard,,17,53
203,Kimaya,Bandi,kimaya.bandi193@yahoo.com,Male,Yes,13,No,15.2,Civil Servant,47,7,65,20,8,39,90,Group B,Bachelorâ€™s degree,Standard,,64,51
439,Aaryahi,Bir,aaryahi.bir637@gmail.com,Male,No,2,No,2.6,Doctor,20,77,62,12,53,63,38,Group E,Some high school,Standard,Completed,30,26
247,Myra,Varkey,myra.varkey173@gmail.com,Female,No,7,Yes,14.2,Teacher,55,35,46,17,86,93,42,Group D,Some college,Free/reduced,Completed,61,59
416,Tarini,Mani,tarini.mani178@outlook.com,Female,No,9,Yes,1.7,Scientist,23,50,48,73,28,2,2,Group E,Masterâ€™s degree,Standard,,71,82
933,Zeeshan,Sethi,zeeshan.sethi949@outlook.com,Male,Yes,6,No,5.9,Civil Servant,68,59,11,74,14,88,16,Group E,Some high school,Free/reduced,Completed,6,29
766,Inaaya ,Brar,inaaya .brar144@gmail.com,Female,No,5,Yes,7.8,Doctor,82,53,50,75,24,31,44,Group C,High school,Free/reduced,,9,28
907,Biju,Khatri,biju.khatri346@gmail.com,Female,No,16,Yes,9.6,Entrepreneur,35,100,10,45,100,11,45,Group B,Bachelorâ€™s degree,Free/reduced,,22,49
836,Myra,Tata,myra.tata604@gmail.com,Male,Yes,7,No,0.1,Teacher,10,74,47,65,21,50,27,Group A,Masterâ€™s degree,Free/reduced,Completed,19,68
888,Abram,Gola,abram.gola1@gmail.com,Male,Yes,1,No,14.5,Civil Servant,8,28,59,21,86,63,14,Group D,Some college,Free/reduced,Completed,10,85
130,Yakshit,Sampath,yakshit.sampath262@gmail.com,Male,No,20,Yes,18.4,Civil Servant,47,11,68,92,24,6,34,Group E,Bachelorâ€™s degree,Standard,,48,86
638,Keya,Kamdar,keya.kamdar89@outlook.com,Male,Yes,20,Yes,4.1,Civil Servant,17,0,46,99,52,72,69,Group B,Masterâ€™s degree,Free/reduced,,9,43
403,Hrishita,Baria,hrishita.baria587@gmail.com,Female,No,3,Yes,6.7,Entrepreneur,97,85,43,21,78,38,46,Group D,Masterâ€™s degree,Standard,,55,25
785,Mahika,Sharma,mahika.sharma360@outlook.com,Male,Yes,10,No,15.0,Entrepreneur,32,2,77,7,71,7,87,Group B,Some high school,Standard,,47,12
771,Ojas,Kari,ojas.kari605@outlook.com,Male,Yes,18,Yes,2.3,Civil Servant,30,46,74,86,90,77,53,Group A,Some college,Free/reduced,Completed,50,91
736,Miraan,Raval,miraan.raval258@yahoo.com,Male,No,15,Yes,6.6,Artist,65,36,82,38,33,68,31,Group E,Bachelorâ€™s degree,Free/reduced,Completed,43,35
914,Chirag,Bhatnagar,chirag.bhatnagar103@yahoo.com,Female,Yes,9,No,1.9,Scientist,34,94,6,17,8,12,75,Group D,Some high school,Free/reduced,Completed,0,13
220,Saksham,Sheth,saksham.sheth927@yahoo.com,Male,Yes,14,No,5.3,Engineer,12,22,5,37,46,86,40,Group A,Some high school,Standard,,54,94
642,Yuvraj ,Ganesan,yuvraj .ganesan242@yahoo.com,Male,Yes,18,Yes,6.9,Engineer,53,76,94,78,10,70,61,Group A,Some high school,Standard,Completed,16,34
916,Myra,Master,myra.master698@outlook.com,Male,No,18,Yes,9.9,Doctor,7,55,27,78,85,49,24,Group C,High school,Free/reduced,Completed,67,37
753,Jivin,Chada,jivin.chada370@yahoo.com,Female,Yes,13,No,4.6,Teacher,10,83,82,49,60,2,35,Group C,Some high school,Standard,,93,82
807,Hansh,Srivastava,hansh.srivastava943@gmail.com,Male,No,2,No,18.6,Scientist,25,95,19,27,39,8,46,Group E,Associate degree,Free/reduced,Completed,79,40
920,Ritvik,Karan,ritvik.karan399@yahoo.com,Male,Yes,7,No,9.8,Scientist,55,6,32,0,55,59,20,Group A,Masterâ€™s degree,Free/reduced,Completed,7,100
625,Samarth,Ramakrishnan,samarth.ramakrishnan991@gmail.com,Female,No,9,No,3.5,Artist,86,41,74,17,87,98,25,Group D,Bachelorâ€™s degree,Standard,Completed,32,17
875,Tarini,Malhotra,tarini.malhotra21@yahoo.com,Female,No,14,No,1.8,Scientist,44,29,34,46,33,61,20,Group E,Masterâ€™s degree,Standard,,21,28
761,Onkar,Karpe,onkar.karpe465@outlook.com,Male,No,17,No,2.4,Scientist,83,98,65,43,43,23,32,Group E,Associate degree,Standard,Completed,43,62
387,Saira,Walla,saira.walla278@outlook.com,Female,No,3,No,16.5,Engineer,17,66,36,47,99,62,52,Group A,High school,Standard,,43,20
973,Tarini,Dubey,tarini.dubey292@gmail.com,Female,Yes,14,Yes,13.6,Civil Servant,13,50,60,68,13,18,59,Group E,High school,Standard,,94,63
510,Bhamini,Varghese,bhamini.varghese714@gmail.com,Female,No,13,Yes,4.8,Engineer,46,80,90,86,3,89,85,Group C,Bachelorâ€™s degree,Free/reduced,,82,18
268,Tejas,Yogi,tejas.yogi693@outlook.com,Male,No,19,Yes,15.3,Entrepreneur,5,61,47,79,40,63,73,Group B,Bachelorâ€™s degree,Free/reduced,Completed,35,62
820,Zaina,Mallick,zaina.mallick715@outlook.com,Female,Yes,18,No,14.5,Scientist,57,45,95,61,47,63,38,Group C,Bachelorâ€™s degree,Standard,,97,62
442,Vaibhav,Gade,vaibhav.gade892@gmail.com,Male,No,5,No,14.2,Civil Servant,64,63,93,12,19,82,46,Group A,High school,Free/reduced,Completed,42,17
497,Purab,Randhawa,purab.randhawa128@outlook.com,Female,No,5,Yes,13.4,Engineer,86,34,19,56,45,22,27,Group E,High school,Free/reduced,,91,4
113,Zara,Dube,zara.dube286@outlook.com,Male,No,7,No,15.4,Teacher,26,88,90,62,40,61,44,Group C,Some college,Standard,Completed,71,92
692,Vedika,Kulkarni,vedika.kulkarni408@gmail.com,Female,No,8,Yes,19.4,Civil Servant,3,91,60,77,80,58,62,Group E,Some high school,Standard,Completed,22,60
233,Romil,Ramesh,romil.ramesh899@yahoo.com,Female,Yes,16,Yes,0.5,Doctor,6,85,7,25,34,96,100,Group C,High school,Standard,Completed,20,36
870,Badal,Srivastava,badal.srivastava861@gmail.com,Female,Yes,0,No,15.2,Doctor,49,26,69,78,2,20,11,Group E,Some college,Free/reduced,,73,94
608,Inaaya ,Chowdhury,inaaya .chowdhury143@gmail.com,Male,No,13,Yes,3.4,Doctor,92,47,68,0,88,6,33,Group A,Some high school,Free/reduced,,100,5
672,Sahil,Majumdar,sahil.majumdar476@yahoo.com,Male,Yes,11,No,14.1,Civil Servant,61,62,76,52,87,30,3,Group E,High school,Free/reduced,,37,34
374,Emir,Sood,emir.sood896@gmail.com,Male,Yes,9,No,19.4,Entrepreneur,16,60,44,53,56,94,82,Group B,Some high school,Standard,,2,37
982,Madhav,Guha,madhav.guha518@yahoo.com,Female,Yes,4,No,10.3,Doctor,63,95,4,82,68,40,87,Group D,Masterâ€™s degree,Standard,,67,0
843,Divit,Dalal,divit.dalal31@gmail.com,Female,No,13,No,8.2,Engineer,73,5,84,8,98,35,90,Group D,High school,Free/reduced,,36,92
234,Zara,Sachdeva,zara.sachdeva772@outlook.com,Male,Yes,11,No,2.0,Civil Servant,86,94,71,28,95,82,71,Group E,Masterâ€™s degree,Free/reduced,,49,30
786,Charvi,Thaman,charvi.thaman394@yahoo.com,Female,Yes,18,No,17.2,Doctor,24,81,79,63,23,68,27,Group B,Bachelorâ€™s degree,Free/reduced,,44,12
677,Fateh,Sabharwal,fateh.sabharwal135@outlook.com,Female,No,2,Yes,1.5,Teacher,90,97,93,53,2,1,95,Group B,Some high school,Free/reduced,,69,77
318,Rhea,Kamdar,rhea.kamdar603@outlook.com,Male,No,14,No,8.8,Entrepreneur,76,0,31,70,35,79,80,Group A,High school,Standard,,71,26
649,Tara,Maharaj,tara.maharaj884@yahoo.com,Male,No,14,Yes,4.5,Artist,23,84,55,68,6,84,39,Group C,Some high school,Free/reduced,Completed,4,69
411,Zeeshan,Balasubramanian,zeeshan.balasubramanian884@outlook.com,Female,Yes,15,No,14.0,Engineer,40,69,54,60,87,31,35,Group C,Associate degree,Free/reduced,Completed,100,18
899,Drishya,Rajagopalan,drishya.rajagopalan833@yahoo.com,Male,No,12,No,9.0,Civil Servant,41,95,90,54,84,40,96,Group B,Some high school,Standard,Completed,72,89
710,Renee,Tak,renee.tak730@yahoo.com,Female,No,3,Yes,19.6,Entrepreneur,97,49,86,10,19,0,43,Group C,High school,Free/reduced,Completed,90,75
359,Kiaan,Borah,kiaan.borah783@gmail.com,Male,Yes,10,Yes,2.4,Doctor,96,53,21,89,47,70,21,Group E,Some high school,Standard,,56,31
259,Jhanvi,Agrawal,jhanvi.agrawal671@gmail.com,Female,No,13,No,2.1,Artist,83,74,32,33,68,54,72,Group C,Masterâ€™s degree,Free/reduced,,46,78
745,Aniruddh,Bajaj,aniruddh.bajaj329@yahoo.com,Male,Yes,14,No,6.7,Teacher,90,33,32,77,95,2,17,Group D,Associate degree,Free/reduced,Completed,15,82
628,Pari,Toor,pari.toor129@yahoo.com,Female,Yes,14,No,16.8,Engineer,7,34,83,13,42,76,12,Group D,Masterâ€™s degree,Free/reduced,,37,72
633,Arnav,Singh,arnav.singh661@outlook.com,Male,No,1,No,19.3,Artist,92,58,35,1,20,45,64,Group C,Masterâ€™s degree,Free/reduced,,64,26
283,Shamik,Srinivas,shamik.srinivas129@outlook.com,Female,No,0,Yes,1.8,Engineer,63,27,43,53,39,100,63,Group A,Some college,Standard,,47,59
377,Rasha,Lad,rasha.lad325@outlook.com,Male,Yes,14,No,7.4,Doctor,71,90,4,85,40,44,18,Group E,High school,Free/reduced,,47,57
385,Tanya,Walla,tanya.walla644@outlook.com,Female,No,3,No,10.3,Entrepreneur,2,33,20,74,7,18,40,Group B,Some college,Standard,,59,88
225,Lakshit,Kulkarni,lakshit.kulkarni329@gmail.com,Female,No,8,Yes,10.1,Entrepreneur,82,48,51,30,10,58,56,Group A,Associate degree,Free/reduced,Completed,73,57
954,Sahil,Goda,sahil.goda646@gmail.com,Female,No,7,No,18.7,Artist,55,95,5,66,88,12,14,Group D,Some high school,Standard,,95,16
815,Farhan,Kaur,farhan.kaur586@gmail.com,Male,Yes,2,Yes,14.5,Teacher,43,79,9,19,74,80,58,Group A,Bachelorâ€™s degree,Standard,,80,42
473,Uthkarsh,Issac,uthkarsh.issac530@yahoo.com,Female,Yes,3,Yes,0.2,Teacher,8,75,24,73,16,81,65,Group D,Associate degree,Free/reduced,,32,45
348,Lakshit,Kumer,lakshit.kumer752@outlook.com,Male,Yes,16,No,13.6,Doctor,40,70,1,86,1,8,1,Group E,Some high school,Free/reduced,Completed,52,12
506,Suhana,Kata,suhana.kata437@outlook.com,Male,No,9,Yes,14.4,Doctor,54,22,77,31,38,36,73,Group B,Some college,Free/reduced,,57,81
640,Ayesha,Bath,ayesha.bath53@outlook.com,Male,No,0,Yes,16.4,Scientist,32,49,90,45,8,20,36,Group E,High school,Free/reduced,Completed,9,68
988,Kimaya,Basak,kimaya.basak314@outlook.com,Male,Yes,16,Yes,18.5,Engineer,61,76,61,21,6,25,66,Group E,High school,Free/reduced,,90,42
929,Alisha,Wali,alisha.wali1@yahoo.com,Female,No,11,No,11.1,Doctor,3,94,12,80,73,2,85,Group B,High school,Standard,,35,24
906,Nayantara,Aurora,nayantara.aurora747@gmail.com,Male,No,3,No,6.2,Entrepreneur,88,70,81,8,9,19,15,Group A,Some college,Standard,,0,30
620,Damini,Madan,damini.madan152@yahoo.com,Male,Yes,4,No,10.0,Doctor,73,94,89,55,46,26,95,Group D,Masterâ€™s degree,Standard,Completed,11,24
856,Tushar,Chopra,tushar.chopra828@outlook.com,Female,Yes,3,Yes,2.8,Teacher,77,72,3,56,63,46,89,Group E,Masterâ€™s degree,Free/reduced,,55,2
804,Ritvik,Gade,ritvik.gade583@gmail.com,Male,No,14,No,7.5,Scientist,27,50,18,60,13,69,83,Group E,Associate degree,Standard,,57,38
646,Zain,Saran,zain.saran674@gmail.com,Female,Yes,2,No,18.8,Doctor,63,90,94,45,28,56,91,Group E,Some college,Standard,Completed,38,46
847,Shanaya,Sarin,shanaya.sarin519@outlook.com,Female,Yes,19,No,10.8,Civil Servant,95,20,73,17,26,88,50,Group A,Bachelorâ€™s degree,Standard,,10,53
557,Baiju,Malhotra,baiju.malhotra769@outlook.com,Female,No,17,No,8.0,Scientist,26,23,0,20,73,27,75,Group E,Associate degree,Free/reduced,Completed,89,1
958,Anya,Choudhury,anya.choudhury218@gmail.com,Male,No,19,Yes,1.1,Teacher,47,57,88,88,2,77,6,Group E,Bachelorâ€™s degree,Standard,Completed,64,47
578,Kimaya,Subramanian,kimaya.subramanian25@outlook.com,Male,No,15,Yes,5.8,Doctor,87,59,10,80,11,91,29,Group B,Masterâ€™s degree,Standard,Completed,27,87
796,Hiran,Ratti,hiran.ratti292@outlook.com,Female,No,3,Yes,7.9,Doctor,11,71,63,25,16,66,4,Group A,Some high school,Standard,,60,61
86,Vaibhav,Raju,vaibhav.raju657@yahoo.com,Male,No,17,Yes,14.2,Entrepreneur,15,36,10,97,20,34,57,Group D,Some high school,Standard,Completed,65,18
243,Purab,Dhaliwal,purab.dhaliwal297@outlook.com,Male,No,19,Yes,5.6,Artist,48,50,84,3,60,20,68,Group D,Bachelorâ€™s degree,Free/reduced,,28,17
699,Heer,Khurana,heer.khurana662@outlook.com,Female,No,6,No,14.0,Entrepreneur,70,95,34,11,65,98,26,Group D,Some college,Standard,,33,27
160,Pari,Sachdeva,pari.sachdeva721@yahoo.com,Female,No,18,No,19.0,Entrepreneur,86,12,17,96,100,52,7,Group B,Masterâ€™s degree,Standard,,35,83
525,Riya,Korpal,riya.korpal299@outlook.com,Female,No,1,No,3.1,Teacher,26,93,28,89,94,6,99,Group D,Some college,Standard,,22,62
36,Taran,Mani,taran.mani356@outlook.com,Male,No,11,Yes,10.1,Scientist,1,53,62,13,55,46,81,Group B,Associate degree,Standard,Completed,58,90
541,Kartik,Dugar,kartik.dugar590@gmail.com,Male,Yes,9,No,16.2,Engineer,54,86,65,93,17,61,63,Group E,Masterâ€™s degree,Standard,Completed,65,87
171,Dhanuk,Kant,dhanuk.kant318@gmail.com,Male,Yes,4,No,7.8,Teacher,97,83,87,82,8,39,89,Group B,Some high school,Standard,,55,93
655,Drishya,Tella,drishya.tella112@gmail.com,Female,No,3,Yes,4.7,Scientist,73,47,87,53,9,82,54,Group A,Some college,Free/reduced,Completed,36,18
891,Samarth,Anand,samarth.anand761@yahoo.com,Female,No,18,No,6.0,Doctor,20,79,61,84,8,99,40,Group D,Associate degree,Standard,Completed,7,55
858,Miraan,Varma,miraan.varma457@outlook.com,Male,No,17,No,9.6,Civil Servant,84,23,74,52,14,71,5,Group B,Some college,Standard,Completed,29,25
848,Hrishita,Kadakia,hrishita.kadakia261@outlook.com,Male,Yes,7,No,9.8,Scientist,93,47,70,50,66,84,50,Group C,Masterâ€™s degree,Free/reduced,,28,73
945,Biju,Raj,biju.raj364@yahoo.com,Male,No,1,Yes,8.1,Doctor,92,86,47,43,69,87,23,Group A,Masterâ€™s degree,Standard,Completed,37,24
734,Hrishita,Badami,hrishita.badami751@gmail.com,Male,Yes,16,No,1.2,Doctor,31,74,97,74,61,59,12,Group A,Some college,Standard,,68,100
96,Adira,Brar,adira.brar130@gmail.com,Male,Yes,20,No,7.2,Entrepreneur,4,77,19,86,57,47,47,Group A,Bachelorâ€™s degree,Standard,Completed,56,97
564,Anvi,Kannan,anvi.kannan836@gmail.com,Female,No,10,No,3.1,Engineer,69,88,34,80,69,15,2,Group E,Some college,Standard,Completed,5,13
241,Emir,Sharaf,emir.sharaf551@outlook.com,Male,No,20,Yes,14.9,Doctor,3,58,91,42,4,11,9,Group C,Bachelorâ€™s degree,Standard,,6,22
743,Ivan,Saran,ivan.saran655@yahoo.com,Male,No,17,No,8.8,Scientist,14,60,17,95,9,41,99,Group B,High school,Free/reduced,,93,52
575,Nishith,Bhargava,nishith.bhargava321@outlook.com,Female,No,12,Yes,1.1,Scientist,82,54,24,34,13,13,9,Group C,Some high school,Standard,Completed,46,77
691,Zeeshan,Garde,zeeshan.garde184@outlook.com,Female,Yes,6,No,7.2,Doctor,0,75,39,42,12,47,32,Group E,Some college,Standard,Completed,64,1
461,Oorja,Bhandari,oorja.bhandari2@yahoo.com,Male,No,20,Yes,0.0,Artist,34,76,32,87,48,44,80,Group E,Some college,Standard,,27,74
554,Abram,Sathe,abram.sathe216@outlook.com,Female,No,2,Yes,2.6,Teacher,77,15,5,75,83,24,24,Group A,Some high school,Free/reduced,Completed,90,57
889,Vritika,Subramaniam,vritika.subramaniam591@outlook.com,Female,No,20,No,10.5,Teacher,87,91,75,66,87,35,76,Group B,Some high school,Free/reduced,Completed,99,31
207,Jiya,Dasgupta,jiya.dasgupta259@gmail.com,Female,No,9,No,11.7,Engineer,65,84,47,71,82,76,77,Group A,Associate degree,Standard,Completed,36,38
393,Nishith,Trivedi,nishith.trivedi527@gmail.com,Male,No,3,No,2.5,Engineer,66,17,63,97,46,90,36,Group A,Some high school,Free/reduced,Completed,71,92
795,Nirvi,Sangha,nirvi.sangha43@outlook.com,Female,No,4,Yes,1.4,Engineer,14,20,62,8,23,68,41,Group C,Masterâ€™s degree,Free/reduced,Completed,21,94
398,Raghav,Kannan,raghav.kannan677@outlook.com,Male,No,14,Yes,5.9,Artist,62,64,33,69,43,69,69,Group A,Associate degree,Standard,Completed,2,97
767,Devansh,Kant,devansh.kant211@yahoo.com,Male,Yes,8,No,0.2,Engineer,66,39,67,13,98,80,76,Group D,Some college,Standard,Completed,60,29
849,Khushi,Sharaf,khushi.sharaf656@outlook.com,Male,No,4,Yes,14.3,Civil Servant,64,13,63,18,9,88,39,Group D,Some college,Standard,,30,96
218,Oorja,Roy,oorja.roy638@outlook.com,Female,Yes,13,Yes,10.2,Entrepreneur,15,36,14,100,13,63,25,Group C,Bachelorâ€™s degree,Standard,Completed,77,25
5,Sara,Behl,sara.behl948@outlook.com,Female,Yes,10,Yes,4.6,Engineer,40,51,34,8,27,72,91,Group D,Associate degree,Free/reduced,,40,27
769,Rohan,Reddy,rohan.reddy248@outlook.com,Female,No,13,No,1.1,Engineer,98,35,92,93,35,32,81,Group D,Masterâ€™s degree,Free/reduced,Completed,65,42
643,Samarth,Sampath,samarth.sampath666@yahoo.com,Male,No,15,No,15.6,Doctor,2,7,3,99,100,25,68,Group A,Bachelorâ€™s degree,Free/reduced,,77,48
930,Manikya,Jhaveri,manikya.jhaveri201@gmail.com,Male,Yes,4,No,9.2,Teacher,57,28,79,17,4,15,92,Group C,Masterâ€™s degree,Free/reduced,Completed,92,26
613,Vritika,Dube,vritika.dube473@gmail.com,Male,Yes,7,Yes,17.9,Doctor,34,3,60,84,67,57,45,Group E,Some high school,Free/reduced,Completed,33,15
739,Divij,Kalla,divij.kalla805@gmail.com,Female,Yes,19,Yes,6.5,Entrepreneur,60,83,76,100,53,99,92,Group C,Associate degree,Free/reduced,Completed,34,29
547,Raghav,Sengupta,raghav.sengupta195@yahoo.com,Male,Yes,4,No,8.4,Scientist,4,20,85,25,61,85,34,Group D,Bachelorâ€™s degree,Free/reduced,,15,53
726,Rania,Issac,rania.issac848@outlook.com,Female,Yes,9,No,16.6,Teacher,98,5,46,51,91,65,80,Group D,Some high school,Standard,,83,56
684,Ishita,Bora,ishita.bora630@yahoo.com,Female,Yes,4,No,10.5,Doctor,78,91,47,66,77,32,60,Group C,Masterâ€™s degree,Standard,,59,26
99,Saira,Deep,saira.deep521@gmail.com,Female,Yes,6,Yes,4.7,Artist,3,46,70,73,47,59,70,Group A,Some high school,Free/reduced,Completed,16,78
805,Siya,Johal,siya.johal346@outlook.com,Male,Yes,12,No,3.6,Artist,3,88,26,49,72,85,22,Group E,High school,Free/reduced,,34,95
728,Shalv,Varkey,shalv.varkey351@yahoo.com,Female,No,10,No,14.0,Entrepreneur,35,76,4,97,17,18,66,Group B,Some college,Free/reduced,Completed,36,3
574,Romil,Basak,romil.basak434@gmail.com,Male,No,2,No,19.6,Doctor,95,27,51,79,7,28,50,Group E,Bachelorâ€™s degree,Standard,Completed,23,95
407,Renee,Chhabra,renee.chhabra650@gmail.com,Male,No,8,No,12.9,Scientist,87,76,30,51,30,14,19,Group B,Some college,Free/reduced,Completed,24,3
503,Nirvaan,Thakur,nirvaan.thakur243@outlook.com,Female,No,7,Yes,1.2,Scientist,63,37,25,19,48,26,82,Group E,Associate degree,Free/reduced,,4,30
48,Lakshay,Sampath,lakshay.sampath422@outlook.com,Female,No,9,No,16.3,Entrepreneur,4,58,11,40,32,41,14,Group E,Some high school,Free/reduced,Completed,98,51
33,Dhanush,Majumdar,dhanush.majumdar139@yahoo.com,Female,Yes,1,No,7.6,Doctor,58,41,43,97,48,35,96,Group A,Associate degree,Standard,,53,32
